threads	mri512.raw/1 (serial)	mri512.raw/1 (parallel)	mri512.raw/1 (speedup)	mri512.raw/4 (serial)	mri512.raw/4 (parallel)	mri512.raw/4 (speedup)	mri512.raw/10 (serial)	mri512.raw/10 (parallel)	mri512.raw/10 (speedup)	mountain1024.raw/1 (serial)	mountain1024.raw/1 (parallel)	mountain1024.raw/1 (speedup)	mountain1024.raw/4 (serial)	mountain1024.raw/4 (parallel)	mountain1024.raw/4 (speedup)	mountain1024.raw/10 (serial)	mountain1024.raw/10 (parallel)	mountain1024.raw/10 (speedup)	mountain2048.raw/1 (serial)	mountain2048.raw/1 (parallel)	mountain2048.raw/1 (speedup)	mountain2048.raw/4 (serial)	mountain2048.raw/4 (parallel)	mountain2048.raw/4 (speedup)	mri512.raw/1 (serial)	mri512.raw/1 (parallel)	mri512.raw/1 (speedup)	mri512.raw/4 (serial)	mri512.raw/4 (parallel)	mri512.raw/4 (speedup)	mri512.raw/10 (serial)	mri512.raw/10 (parallel)	mri512.raw/10 (speedup)	mountain1024.raw/1 (serial)	mountain1024.raw/1 (parallel)	mountain1024.raw/1 (speedup)	mountain1024.raw/4 (serial)	mountain1024.raw/4 (parallel)	mountain1024.raw/4 (speedup)	mountain1024.raw/10 (serial)	mountain1024.raw/10 (parallel)	mountain1024.raw/10 (speedup)	mountain2048.raw/1 (serial)	mountain2048.raw/1 (parallel)	mountain2048.raw/1 (speedup)	mountain2048.raw/4 (serial)	mountain2048.raw/4 (parallel)	mountain2048.raw/4 (speedup)	mountain2048.raw/10 (serial)	mountain2048.raw/10 (parallel)	mountain2048.raw/10 (speedup)	mountain4096.raw/1 (serial)	mountain4096.raw/1 (parallel)	mountain4096.raw/1 (speedup)	mountain4096.raw/4 (serial)	mountain4096.raw/4 (parallel)	mountain4096.raw/4 (speedup)	mountain4096.raw/10 (serial)	mountain4096.raw/10 (parallel)	mountain4096.raw/10 (speedup)	mountain8192.raw/1 (serial)	mountain8192.raw/1 (parallel)	mountain8192.raw/1 (speedup)	mountain8192.raw/4 (serial)	mountain8192.raw/4 (parallel)	mountain8192.raw/4 (speedup)	mountain8192.raw/10 (serial)	mountain8192.raw/10 (parallel)	mountain8192.raw/10 (speedup)	mountain30000.raw/1 (serial)	mountain30000.raw/1 (parallel)	mountain30000.raw/1 (speedup)	mountain30000.raw/4 (serial)	mountain30000.raw/4 (parallel)	mountain30000.raw/4 (speedup)	mountain30000.raw/10 (serial)	mountain30000.raw/10 (parallel)	mountain30000.raw/10 (speedup)
64	0.020591	0.004303	4.7851	0.079777	0.004615	17.2867	0.193602	0.008354	23.1737	0.103495	0.005937	17.4322	0.380876	0.013889	27.4237	0.900302	0.026757	33.6478	0.361454	0.012835	28.1619	1.378522	0.036918	37.3406	0.021350	0.003380	6.3169	0.079691	0.004765	16.7247	0.194688	0.009302	20.9299	0.103117	0.005425	19.0072	0.381380	0.012384	30.7974	0.903356	0.026845	33.6513	0.362707	0.013434	26.9998	1.378989	0.036907	37.3637	3.333208	0.084694	39.3561	1.360577	0.039736	34.2405	5.306033	0.127721	41.5438	13.073957	0.301827	43.3160	5.170784	0.154533	33.4608	20.211597	0.505485	39.9846	50.205080	1.177886	42.6230	61.800554	1.826804	33.8299	243.134201	6.055271	40.1525	606.806370	14.516181	41.8021
