threads	mri512.raw/1 (serial)	mri512.raw/1 (parallel)	mri512.raw/1 (speedup)	mri512.raw/4 (serial)	mri512.raw/4 (parallel)	mri512.raw/4 (speedup)	mountain1024.raw/1 (serial)	mountain1024.raw/1 (parallel)	mountain1024.raw/1 (speedup)	mountain1024.raw/4 (serial)	mountain1024.raw/4 (parallel)	mountain1024.raw/4 (speedup)	mountain2048.raw/1 (serial)	mountain2048.raw/1 (parallel)	mountain2048.raw/1 (speedup)	mountain2048.raw/4 (serial)	mountain2048.raw/4 (parallel)	mountain2048.raw/4 (speedup)	mountain4096.raw/1 (serial)	mountain4096.raw/1 (parallel)	mountain4096.raw/1 (speedup)	mountain4096.raw/4 (serial)	mountain4096.raw/4 (parallel)	mountain4096.raw/4 (speedup)	mountain8192.raw/1 (serial)	mountain8192.raw/1 (parallel)	mountain8192.raw/1 (speedup)	mountain8192.raw/4 (serial)	mountain8192.raw/4 (parallel)	mountain8192.raw/4 (speedup)	mountain30000.raw/1 (serial)	mountain30000.raw/1 (parallel)	mountain30000.raw/1 (speedup)	mountain30000.raw/4 (serial)	mountain30000.raw/4 (parallel)	mountain30000.raw/4 (speedup)
1	0.020000	0.050000	0.4000	0.100000	0.030000	3.3333	0.140000	0.040000	3.5000	0.500000	0.070000	7.1429	0.500000	0.040000	12.5000	1.880000	0.100000	18.8000	1.850000	0.110000	16.8182	7.280000	0.140000	52.0000	6.990000	0.190000	36.7895	27.890000	0.340000	82.0294	83.500000	1.460000	57.1918	332.850000	3.130000	106.3419
