threads	mri512.raw/1 (serial)	mri512.raw/1 (parallel)	mri512.raw/1 (speedup)	mri512.raw/4 (serial)	mri512.raw/4 (parallel)	mri512.raw/4 (speedup)	mountain1024.raw/1 (serial)	mountain1024.raw/1 (parallel)	mountain1024.raw/1 (speedup)	mountain1024.raw/4 (serial)	mountain1024.raw/4 (parallel)	mountain1024.raw/4 (speedup)	mountain2048.raw/1 (serial)	mountain2048.raw/1 (parallel)	mountain2048.raw/1 (speedup)	mountain2048.raw/4 (serial)	mountain2048.raw/4 (parallel)	mountain2048.raw/4 (speedup)	mountain4096.raw/1 (serial)	mountain4096.raw/1 (parallel)	mountain4096.raw/1 (speedup)	mountain4096.raw/4 (serial)	mountain4096.raw/4 (parallel)	mountain4096.raw/4 (speedup)	mountain8192.raw/1 (serial)	mountain8192.raw/1 (parallel)	mountain8192.raw/1 (speedup)	mountain8192.raw/4 (serial)	mountain8192.raw/4 (parallel)	mountain8192.raw/4 (speedup)	mountain30000.raw/1 (serial)	mountain30000.raw/1 (parallel)	mountain30000.raw/1 (speedup)	mountain30000.raw/4 (serial)	mountain30000.raw/4 (parallel)	mountain30000.raw/4 (speedup)
1	0.046376	0.117169	0.3958	0.146572	0.112552	1.3023	0.171279	0.110220	1.5540	0.599870	0.116232	5.1610	0.602623	0.118523	5.0844	2.274378	0.128649	17.6789	2.323964	0.167131	13.9050	8.886131	0.142920	62.1756	8.939006	0.187989	47.5507	34.215017	0.204935	166.9555	106.866872	0.666394	160.3659	411.583001	0.857725	479.8543
